report_id,utility,event_year,label,version,document_url,original_url,redlined,partial_corrections,mbl_advance_notice,mbl_advance_notice_confidence,mbl_advance_notice_source,wind_threshold_cited,wind_threshold_cited_confidence,wind_threshold_cited_source,complaints_reported,complaints_reported_confidence,complaints_reported_source,claims_reported,claims_reported_confidence,claims_reported_source,canceled_after_notice,canceled_after_notice_confidence,canceled_after_notice_source,customers_deenergized,customers_deenergized_source,counties_deenergized,counties_deenergized_source,counties_deenergized_names,first_deenergization,first_deenergization_source,first_deenergization_pdf_value,last_restoration,last_restoration_source,last_restoration_pdf_value,event_duration_hours,luna_text_truncated_after_page,image_pages_transcribed,image_pages_unread,flags
sce__r1812005sce_psps_postevent_for_november_20_2024_deenergization,SCE,2024,"November 18, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-20-2024-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-20-2024-deenergization.pdf,False,,all_notified,0.42,PDF pages 8;9;10;20;21;26;27;42,met,0.92,PDF pages 8;9;10;11;13;18;19;41,one_or_more,1.0,PDF pages 8;9;10;33;34;74;75;89,zero,1.0,PDF pages 8;9;10;33;34;74;75;89,yes,1.0,PDF pages 8;9;10;19;20;26;42;79,1251,PDF page 8,2,PDF page 8,Inyo; Mono,2024-11-20 08:28,PDF page 21,2024-11-20 08:28,2024-11-23 11:30,PDF page 21,2024-11-23 11:30,75.03,,6,,mbl_advance_notice:low_confidence
sce__r1812005sce_psps_postevent_for_november_28_2024_highthreat_event,SCE,2024,"November 28, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-28-2024-highthreat-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-28-2024-highthreat-event.pdf,False,,not_applicable,1.0,PDF pages 8;9;21;22;42;43;44;61,not_stated,0.75,PDF pages 8;9;10;11;12;57;58;61,zero,1.0,PDF pages 6;8;9;27;28;61;62,zero,1.0,PDF pages 6;8;9;15;27;28;61;62,yes,1.0,PDF pages 8;9;10;12;24;27;29;61,0,PDF page 8,0,PDF page 8,,,,,,,,,,2,,wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_november_4_2024_deenergization,SCE,2024,"November 4, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-4-2024-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-4-2024-deenergization.pdf,False,,some_not_notified,0.31,PDF pages 8;9;10;21;26;27;42;45,met,0.85,PDF pages 8;9;10;11;14;19;20;69,one_or_more,1.0,PDF pages 8;9;10;34;35;78;79;170,one_or_more,1.0,PDF pages 8;9;10;34;35;36;78;170,yes,1.0,PDF pages 8;9;10;20;21;31;42;54,71044,PDF page 8,8,PDF page 8,Kern; Los Angeles; Orange; Riverside; San Bernardino; Santa Barbara; Tulare; Ventura,2024-11-04 09:05,PDF page 92,2024-11-04 09:05,2024-11-08 21:00,PDF page 91,2024-11-08 21:00,107.92,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__20250104sce_psps_post_event_reportdeenergizedfinal,SCE,2025,"January 3, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250104sce-psps-post-event-reportdeenergizedfinal.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250104sce-psps-post-event-reportdeenergizedfinal.pdf,False,,some_not_notified,0.92,PDF pages 6;7;8;19;20;25;26;46,met,0.64,PDF pages 6;7;8;9;10;12;14;17,one_or_more,1.0,PDF pages 3;6;7;8;35;36,one_or_more,1.0,PDF pages 3;6;7;8;16;35;36,yes,1.0,PDF pages 6;7;8;9;18;19;30;31,363196,PDF page 6,8,PDF page 6,Kern; Los Angeles; Orange; Riverside; San Bernardino; Santa Barbara; San Diego; Ventura,2025-01-04 23:41,Excel sheet T05 row 64 (377 circuits),,2025-01-17 14:49,Excel sheet T05 row 239 (377 circuits),,303.13,,5,,wind_threshold_cited:low_confidence
sce__20250120sce_psps_post_event_reportdeenergizedfinal,SCE,2025,"January 20, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250120sce-psps-post-event-reportdeenergizedfinal.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250120sce-psps-post-event-reportdeenergizedfinal.pdf,False,,some_not_notified,0.8,PDF pages 6;7;8;19;24;25;34;43,met,0.95,PDF pages 6;7;8;9;10;12;17;41,one_or_more,1.0,PDF pages 3;6;7;8;33;34;35,one_or_more,1.0,PDF pages 3;6;7;8;15;33;34;35,yes,1.0,PDF pages 6;7;8;18;19;24;30;43,152394,PDF page 4,7,PDF page 6,Kern; Los Angeles; Orange; Riverside; San Bernardino; San Diego; Ventura,2025-01-20 05:39,Excel sheet T05 row 27 (226 circuits),,2025-01-27 14:34,Excel sheet T05 row 27 (226 circuits),2025-01-27 16:00,176.92,,2,,mbl_advance_notice:low_confidence last_restoration:conflicting_sources
sce__r1812005_sce_psps_post_event_for_august_10_2025_de_energization,SCE,2025,"August 11, 2025: SCE PSPS Post-Event Report ",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-august-10-2025-de--energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-august-10-2025-de--energization.pdf,False,,all_notified,0.5,PDF pages 8;9;10;20;25;26;83;84,met,0.76,PDF pages 8;9;10;11;12;13;18;71,one_or_more,1.0,PDF pages 8;9;10;31;32;33;89;174,one_or_more,1.0,PDF pages 8;9;10;31;32;33;89;90,yes,1.0,PDF pages 8;9;10;19;20;40;67;78,6853,PDF page 8,8,PDF page 8,Inyo; Kern; Los Angeles; Mono; Riverside; San Bernardino; Santa Barbara; Tulare,2025-08-10 20:05,PDF page 122,2025-08-10 20:05,2025-08-24 09:52,PDF page 122,2025-08-24 09:52,325.78,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_july_1_2025_de_energization,SCE,2025,"June 30, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-1-2025-de--energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-1-2025-de--energization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250701sce-psps-post-event-reportdeenergizedamendment2final.pdf ; https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250701_sce_psps_post_event_report-de-energized_amendment2-final.pdf,all_notified,0.4,PDF pages 8;9;10;19;20;24;25;41,met,0.56,PDF pages 8;9;10;11;12;17;18;40,one_or_more,1.0,PDF pages 8;9;10;31;32;33;61;81,one_or_more,1.0,PDF pages 8;9;10;31;32;33;61;81,yes,1.0,PDF pages 8;9;10;13;14;19;24;41,969,PDF page 8,5,PDF page 8,Inyo; Kern; Los Angeles; Mono; San Bernardino,2025-07-01 15:12,PDF page 20,2025-07-01 15:12,2025-07-11 09:25,PDF page 20,2025-07-11 09:25,234.22,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_for_july_15_2025_de_energization,SCE,2025,"July 15, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250715sce-psps-post-event-reportdeenergizedamendment2final.pdf,all_notified,0.64,PDF pages 8;9;19;23;24;29;48;54,met,0.61,PDF pages 8;9;10;11;12;17;33;54,one_or_more,1.0,PDF pages 6;8;9;29;30;54;55;59,zero,1.0,PDF pages 8;9;16;29;30;31;54;59,yes,1.0,PDF pages 8;9;18;19;25;26;38;54,311,PDF page 8,1,PDF page 8,Los Angeles,2025-07-15 14:18,PDF page 19,2025-07-15 14:18,2025-07-15 20:09,PDF page 19,2025-07-15 20:09,5.85,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_for_july_23_2025_de_energization,SCE,2025,"July 20, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-23-2025-de--energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-23-2025-de--energization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250723sce-psps-post-event-reportdeenergizedamendment2final.pdf,all_notified,0.39,PDF pages 7;8;9;18;23;24;30;48,not_stated,0.36,PDF pages 7;8;9;10;11;12;17;54,one_or_more,1.0,PDF pages 7;8;9;29;30;31;54;64,zero,1.0,PDF pages 7;8;9;29;30;31;54;64,yes,1.0,PDF pages 7;8;9;17;18;25;26;38,5,PDF page 6,1,PDF page 7,San Bernardino,2025-07-23 16:06,PDF page 19,2025-07-23 16:06,2025-07-24 09:11,PDF page 19,2025-07-24 09:11,17.08,,2,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_for_may_22_2025_high_threat,SCE,2025,"May 22, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-may-22-2025-high-threat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-may-22-2025-high-threat.pdf,False,,not_applicable,1.0,PDF pages 8;9;21;22;58;65;85;89,not_stated,0.31,PDF pages 8;9;10;11;12;81;82;85,one_or_more,1.0,PDF pages 6;8;9;28;29;85;86;89,zero,1.0,PDF pages 8;9;15;28;29;85;86;89,yes,1.0,PDF pages 8;9;10;13;18;21;25;85,0,PDF page 7,0,PDF page 7,,,,,,,,,,4,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_september_2_2025_de_energization,SCE,2025,"September 2, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,False,,some_not_notified,0.84,PDF pages 8;9;10;20;24;25;39;40,met,0.87,PDF pages 8;9;10;11;12;14;18;37,one_or_more,1.0,PDF pages 8;9;10;31;32;58;59;83,zero,1.0,PDF pages 8;9;10;31;32;58;59;83,yes,1.0,PDF pages 8;9;10;19;20;28;39;43,1223,PDF page 8,4,PDF page 8,Kern; Los Angeles; San Bernardino; Tulare,2025-09-02 11:10,PDF page 62,2025-09-02 11:10,2025-09-10 12:49,PDF page 62,2025-09-10 12:49,193.65,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_august_1_2025_de_energization,SCE,2025,"August 1, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250801sce-psps-post-event-reportdeenergizedamendment2final.pdf,some_not_notified,0.61,PDF pages 8;9;10;19;20;23;24;25,met,0.69,PDF pages 8;9;10;11;14;17;18;36,one_or_more,1.0,PDF pages 8;9;10;30;31;59;60;79,zero,1.0,PDF pages 8;9;10;30;31;59;60;79,yes,1.0,PDF pages 8;9;10;18;19;23;25;27,1534,PDF page 8,4,PDF page 8,Inyo; Kern; Mono; San Bernardino,2025-08-01 21:15,PDF page 20,2025-08-01 21:15,2025-08-08 08:15,PDF page 20,2025-08-08 08:15,155.0,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005sce_psps_postevent_for_june_10_2025_deenergization,SCE,2025,"June 10, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-june-10-2025-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-june-10-2025-deenergization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250610sce-psps-post-event-reportdeenergizedamendment2final.pdf,some_not_notified,0.38,PDF pages 8;9;10;19;24;25;41;42,met,0.62,PDF pages 8;9;10;11;17;18;38;39,one_or_more,1.0,PDF pages 8;9;10;30;31;32;68;98,one_or_more,1.0,PDF pages 8;9;10;30;31;32;68;98,yes,1.0,PDF pages 8;9;10;18;19;35;40;45,7513,PDF page 8,7,PDF page 8,Inyo; Kern; Los Angeles; Mono; San Bernardino; Santa Barbara; Tulare,2025-06-10 20:47,PDF page 74,2025-06-10 20:47,2025-06-22 11:11,PDF page 74,2025-06-22 11:11,278.4,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005sce_psps_postevent_for_november_5_2025_deenergization,SCE,2025,"November 5, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-5/r1812005sce-psps-postevent-for-november-5-2025-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-5/r1812005sce-psps-postevent-for-november-5-2025-deenergization.pdf,False,,all_notified,0.49,PDF pages 8;9;10;21;25;26;31;50,met,0.7,PDF pages 8;9;10;11;12;13;19;35,one_or_more,1.0,PDF pages 8;9;10;31;32;56;57;67,zero,1.0,PDF pages 8;9;10;31;32;56;57;67,yes,1.0,PDF pages 8;9;10;20;21;27;28;40,1145,PDF page 8,2,PDF page 8,Inyo; Mono,2025-11-05 05:17,PDF page 21,2025-11-05 05:17,2025-11-06 09:17,PDF page 21,2025-11-06 09:17,28.0,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,"October 28, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005-sce-amendment-to-psps-post-event-for-october-28-2025-de-energization.pdf,all_notified,0.71,PDF pages 8;9;10;20;21;25;26;54,met,0.72,PDF pages 8;9;10;11;12;14;19;38,one_or_more,1.0,PDF pages 6;8;9;10;31;32;33;81,one_or_more,1.0,PDF pages 8;9;10;17;31;32;33;81,yes,1.0,PDF pages 8;9;10;19;20;27;43;59,2640,PDF page 7,4,PDF page 8,Los Angeles; Riverside; San Bernardino; Ventura,2025-10-28 00:06,PDF page 65,2025-10-28 00:06,2025-10-28 18:53,PDF page 65,2025-10-28 18:53,18.78,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005sce_psps_postevent_for_october_8_2025_deenergization,SCE,2025,"October 8, 2025: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-october-8-2025-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-october-8-2025-deenergization.pdf,False,,some_not_notified,0.68,PDF pages 8;9;10;19;20;24;25;62,met,0.54,PDF pages 8;9;10;11;12;14;17;39,one_or_more,1.0,PDF pages 8;9;10;30;31;58;59;86,one_or_more,1.0,PDF pages 8;9;10;30;31;32;58;86,yes,1.0,PDF pages 8;9;10;18;19;26;27;44,1215,PDF page 8,4,PDF page 8,Inyo; Los Angeles; Mono; San Bernardino,2025-10-08 13:24,PDF page 62,2025-10-08 13:24,2025-10-14 09:20,PDF page 62,2025-10-14 09:20,139.93,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__sce_nov_9_2025_psps_post_event_report,SCE,2025,"November 9, 2025: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-9-2025-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-9-2025-psps-post-event-report.pdf,False,,all_notified,0.7,PDF pages 8;9;10;22;26;27;57;58,not_met,0.13,PDF pages 8;9;10;11;12;13;16;39,one_or_more,1.0,PDF pages 8;9;10;32;33;34;66;80,one_or_more,1.0,PDF pages 8;9;10;32;33;34;66;80,yes,1.0,PDF pages 8;9;10;21;22;26;28;30,909,PDF page 8,1,PDF page 8,San Bernardino,2025-11-09 00:12,PDF page 22,2025-11-09 00:12,2025-11-10 13:11,PDF page 22,2025-11-10 13:11,36.98,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_report_for_7_26_26_de_energization_event,SCE,2026,"July 26, 2026: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005-sce-psps-post-event-report-for-7-26-26-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005-sce-psps-post-event-report-for-7-26-26-de-energization-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-amendment-to-postevent-report-for-july-26-2026-deenergization.pdf,all_notified,0.68,PDF pages 7;8;9;21;26;27;41;57,met,0.7,PDF pages 7;8;9;10;11;12;39;89,one_or_more,1.0,PDF pages 6;7;8;9;34;35;90;91,one_or_more,1.0,PDF pages 6;7;8;9;17;34;35,yes,1.0,PDF pages 7;8;9;19;20;29;30;41,65,PDF page 37,1,PDF page 8,Kern,,,,,,,,,1,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005sce_psps_postevent_for_july_22_2026_deenergization,SCE,2026,"July 22, 2026: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-for-july-22-2026-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-for-july-22-2026-deenergization.pdf,False,,some_not_notified,0.89,PDF pages 7;8;9;21;25;26;39;40,not_stated,0.64,PDF pages 7;8;9;10;14;39;88;89,one_or_more,1.0,PDF pages 7;8;9;33;34;89;90;102,zero,1.0,PDF pages 7;8;9;33;34;94;95;102,no,0.88,PDF pages 7;8;9;19;20;28;30;39,785,PDF page 36,1,PDF page 97,Santa Barbara,2026-07-22 15:06,PDF page 97,2026-07-22 15:06,2026-07-23 12:37,PDF page 97,2026-07-23 12:37,21.52,,2,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence canceled_after_notice:low_confidence
sce__r1812005sce_psps_postevent_report_for_july_15_2026_deenergization,SCE,2026,"July 15, 2026: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-report-for-july-15-2026-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-report-for-july-15-2026-deenergization.pdf,False,,all_notified,0.68,PDF pages 8;9;10;22;27;28;42;43,not_stated,0.38,PDF pages 8;9;10;11;12;13;16;91,one_or_more,1.0,PDF pages 8;9;10;34;35;92;93;107,zero,1.0,PDF pages 8;9;10;34;35;97;98;107,yes,1.0,PDF pages 8;9;10;20;21;30;31;42,453,PDF page 39,1,PDF page 9,Santa Barbara,2026-07-15 16:39,PDF page 100,2026-07-15 16:39,2026-07-16 13:49,PDF page 100,2026-07-16 13:49,21.17,,1,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__sce_psps_postevent_report_for_june_26_2026_deenergization,SCE,2026,"June 26, 2026: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/sce-2026/sce-psps-postevent-report-for-june-26-2026-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/sce-2026/sce-psps-postevent-report-for-june-26-2026-deenergization.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-amendment-to-postevent-report-for-june-26-2026-deenergization.pdf,all_notified,0.67,PDF pages 7;8;9;21;25;26;47;48,met,0.55,PDF pages 7;8;9;10;15;39;88;89,one_or_more,1.0,PDF pages 7;8;9;33;34;89;90;102,zero,1.0,PDF pages 7;8;9;33;34;94;95;102,yes,1.0,PDF pages 7;8;9;19;20;28;29;30,750,PDF page 8,5,PDF page 97,Inyo; Kern; Mono; San Bernardino; Tulare,2026-06-26 03:04,PDF page 97,2026-06-26 03:04,2026-06-28 11:00,PDF page 97,2026-06-28 11:00,55.93,,2,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources
sdge__sdge_de_energization_report_dec_14_15_2017,SDG&E,2017,"Dec. 14-15, 2017 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-dec-14-15-2017.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-dec-14-15-2017.pdf,False,,not_stated,1.0,PDF pages 3,met,0.38,PDF pages 2;3;6;11;22;23;42;78,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,not_stated,0.29,PDF pages 4;5,650,PDF page 4,,,,2017-12-14 19:06,PDF page 3,2017-12-14 19:06,2017-12-15 13:00,PDF page 3,2017-12-15 13:00,17.9,,4,,wind_threshold_cited:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:low_confidence
sdge__sdge_de_energization_report_dec_4_2017,SDG&E,2017,"Dec. 4-12, 2017 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-dec-4-2017.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-dec-4-2017.pdf,False,,not_stated,0.82,PDF pages 7,met,0.41,PDF pages 2;3;8;20;31;32;51;87,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,14000,PDF page 6,,,,2017-12-05 08:11,PDF page 3,2017-12-05 08:11,2017-12-11 18:36,PDF page 3,2017-12-11 18:36,154.42,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
sdge__sdge_de_energization_report_oct_20_21_2017,SDG&E,2017,"Oct. 20-21, 2017 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-20-21-2017.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-20-21-2017.pdf,False,,not_applicable,0.82,PDF pages 3,met,0.99,PDF pages 2;3;7,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,3,PDF page 3,,,,2017-10-20 01:52,PDF page 2,2017-10-20 01:52,2017-10-21 15:50,PDF page 2,2017-10-21 15:50,37.97,,0,,mbl_advance_notice:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
